image_path,label
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG-20260325-WA0022.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG-20260325-WA0026.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG-20260325-WA0027.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG-20260325-WA0028.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG-20260325-WA0029.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG-20260325-WA0030.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_20260222_183048.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_20260222_183359.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_20260222_183414.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_20260222_183447.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_20260222_183452.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_20260222_183505.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_20260222_183530.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_20260222_183549.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_20260222_183552.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_20260222_183605.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_20260222_183609.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_20260222_183617.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_20260222_183624.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_20260222_183650.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_20260222_183659.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_20260222_183713.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_20260222_183726.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_20260222_183743.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_20260222_183748.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_4874.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_4892.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_4893.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_8746.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_8747.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_8748.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_8749.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_8750.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_8751.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_8752.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_8887.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_8888.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_8889.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_8890.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\Little white eggplant has big leaves_.jpg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\WhatsApp Image 2026-03-31 at 10.56.10 AM.jpeg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\WhatsApp Image 2026-03-31 at 10.56.12 AM.jpeg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\WhatsApp Image 2026-03-31 at 10.56.19 AM.jpeg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\WhatsApp Image 2026-03-31 at 10.56.33 AM (1).jpeg,Healthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\all_desease_detail.jpg,Unhealthy_brinjal
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\21175817939_f04ffb822c_o.jpg,Cercospora
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\21371018861_42fd0d4585_o.jpg,Cercospora
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\cercospora12.png,Cercospora
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\cercospora13.png,Cercospora
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\cercospora14.png,Cercospora
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\cercospora15.png,Cercospora
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\cercospora16.png,Cercospora
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\cercospora17.png,Cercospora
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\cercospora18.png,Cercospora
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\cercospora19.png,Cercospora
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\cercospora20.png,Cercospora
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\cercospora21.png,Cercospora
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\cercospora22.png,Cercospora
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\cercospora23.png,Cercospora
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\IMG_8793.jpg,Cercospora
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\no(17).jpg,Cercospora
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\no(19).jpg,Cercospora
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Early_Leaf_spot\leaf spor.jpg,Early_Leaf_spot
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Early_Leaf_spot\no(1).jpg,Early_Leaf_spot
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Early_Leaf_spot\no(10).jpg,Early_Leaf_spot
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Early_Leaf_spot\no(12).jpg,Early_Leaf_spot
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Early_Leaf_spot\no(16).jpg,Early_Leaf_spot
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Early_Leaf_spot\no(17).jpg,Early_Leaf_spot
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Early_Leaf_spot\no(19).jpg,Early_Leaf_spot
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Early_Leaf_spot\no(2).jpg,Early_Leaf_spot
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Early_Leaf_spot\no(22).jpg,Early_Leaf_spot
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Early_Leaf_spot\no(3).jpg,Early_Leaf_spot
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Early_Leaf_spot\no(4).jpg,Early_Leaf_spot
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Early_Leaf_spot\no(5).jpg,Early_Leaf_spot
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Early_Leaf_spot\no(6).jpg,Early_Leaf_spot
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Early_Leaf_spot\no(7).jpg,Early_Leaf_spot
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Early_Leaf_spot\no(8).jpg,Early_Leaf_spot
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Early_Leaf_spot\no(9).jpg,Early_Leaf_spot
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Early_Leaf_spot\test12.jpg,Early_Leaf_spot
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Leaf_curl\leaf curl12.png,Leaf_curl
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Leaf_curl\leaf curl13.png,Leaf_curl
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Leaf_curl\leaf curl14.png,Leaf_curl
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Leaf_curl\leaf curl15.png,Leaf_curl
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Leaf_curl\leaf curl16.png,Leaf_curl
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Leaf_curl\leaf curl17.png,Leaf_curl
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Leaf_curl\leaf curl18.png,Leaf_curl
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Leaf_curl\leaf curl19.png,Leaf_curl
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Leaf_curl\leaf_curl.jpg,Leaf_curl
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Leaf_curl\leaf_curl1.jpg,Leaf_curl
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Leaf_curl\leaf_curl2.jpg,Leaf_curl
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Leaf_curl\test5.jpg,Leaf_curl
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Leaf_curl\test6.jpg,Leaf_curl
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Little_leaf\IMG_8905.jpg,Little_leaf
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Little_leaf\little leaf.jpg,Little_leaf
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Little_leaf\little leaf1.jpg,Little_leaf
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Little_leaf\little leaf11.png,Little_leaf
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Little_leaf\little leaf12.png,Little_leaf
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Little_leaf\little leaf13.png,Little_leaf
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Little_leaf\little leaf14.png,Little_leaf
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Little_leaf\little leaf15.png,Little_leaf
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Little_leaf\little leaf16.png,Little_leaf
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Little_leaf\little leaf2.jpg,Little_leaf
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Little_leaf\PHYP62_15931.jpg,Little_leaf
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Little_leaf\PHYP62_15932.jpg,Little_leaf
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Little_leaf\PHYP62_15933.jpg,Little_leaf
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Little_leaf\PHYP62_8912.jpg,Little_leaf
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Magnessium\magne12.png,Magnessium
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Magnessium\magne13.png,Magnessium
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Magnessium\magne14.png,Magnessium
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Magnessium\magne15.png,Magnessium
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Magnessium\magne16.png,Magnessium
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Magnessium\magne17.png,Magnessium
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Magnessium\magnessium1.jpg,Magnessium
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Magnessium\magnessium2.jpg,Magnessium
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Magnessium\magnessium3.jpg,Magnessium
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Magnessium\magnessium4.jpg,Magnessium
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Magnessium\magnessium5.jpg,Magnessium
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Magnessium\magnessium6.jpg,Magnessium
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Magnessium\magnessium7.jpg,Magnessium
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Magnessium\no(2).jpg,Magnessium
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Magnessium\no(20).jpg,Magnessium
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Mosaic\mosaic.jpg,Mosaic
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Mosaic\mosaic1.jpg,Mosaic
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Mosaic\mosaic11.jpg,Mosaic
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Mosaic\mosaic2.jpg,Mosaic
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Mosaic\no.jpg,Mosaic
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Mosaic\test1.jpg,Mosaic
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Mosaic\test11.jpg,Mosaic
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Mosaic\test15.jpg,Mosaic
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Nitrogen\Nitrogen1.jpg,Nitrogen
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Nitrogen\Nitrogen2.jpg,Nitrogen
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Nitrogen\Nitrogen3.jpg,Nitrogen
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Nitrogen\Nitrogen4.jpg,Nitrogen
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Nitrogen\Nitrogen5.jpg,Nitrogen
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Nitrogen\Nitrogen6.jpg,Nitrogen
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Nitrogen\Nitrogen7.jpg,Nitrogen
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Nitrogen\Nitrogen8.jpg,Nitrogen
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Nitrogen\no(13).jpg,Nitrogen
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Nitrogen\no(16).jpg,Nitrogen
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Nitrogen\no(2).jpg,Nitrogen
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Nitrogen\no(20).jpg,Nitrogen
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Nitrogen\no(6).jpg,Nitrogen
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Nitrogen\no(7).jpg,Nitrogen
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\pest_damage\How To Grow Eggplant And Tricks To Get More Fruit.jpg,pest_damage
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\pest_damage\no(1).jpeg,pest_damage
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\pest_damage\no.jpg,pest_damage
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\pest_damage\pest.jpg,pest_damage
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\pest_damage\pest_damage1.jpg,pest_damage
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\pest_damage\pest_damage11.jpg,pest_damage
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\pest_damage\pest_damage111.jpg,pest_damage
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\pest_damage\pest_damage112.jpg,pest_damage
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\pest_damage\pest_damage2.jpg,pest_damage
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\pest_damage\spider_mite14.jpg,pest_damage
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\pest_damage\test13.jpg,pest_damage
