image_path,original_label,crop_health,crop,source_split
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0003ba_jpg.rf.176af78fc3f2270aa09e9ff443e29002.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0003ba_jpg.rf.3520aa77048b768de4ebe23298bf2802.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0003ba_jpg.rf.3520aa77048b768de4ebe23298bf2802_dup127.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0003ba_jpg.rf.3520aa77048b768de4ebe23298bf2802_dup519.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0003ba_jpg.rf.661ba555df1c28c4f523c44a2ee2ba4a.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0003ba_jpg.rf.661ba555df1c28c4f523c44a2ee2ba4a_dup529.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0003sa_jpg.rf.2632db396aec3d84bf7ba37622f50337.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0003sa_jpg.rf.2632db396aec3d84bf7ba37622f50337_dup343.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0003sa_jpg.rf.84bbebb05518b13f7d37dc1bbe335bf2.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0003sa_jpg.rf.84bbebb05518b13f7d37dc1bbe335bf2_dup325.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0003sa_jpg.rf.84bbebb05518b13f7d37dc1bbe335bf2_dup416.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0003sa_jpg.rf.84bbebb05518b13f7d37dc1bbe335bf2_dup544.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0003sa_jpg.rf.9b59096a4d001b9829b258f45719108e.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0003sa_jpg.rf.9b59096a4d001b9829b258f45719108e_dup13.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0003sa_jpg.rf.9b59096a4d001b9829b258f45719108e_dup502.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0004ba_jpg.rf.10493ef84561acb237693eee9dacd831_dup494.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0004ba_jpg.rf.580c02356e9fc50776671ab2b4024c81_dup68.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0004ba_jpg.rf.d74b067964719ce09eff7e01a1817e78.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0005ba_jpg.rf.5442329a52cd83e9cf59850f6840dc65.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0005ba_jpg.rf.8ef78be22ed14bbba5b1c12a1885ad1a.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0005ba_jpg.rf.8ef78be22ed14bbba5b1c12a1885ad1a_dup717.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0005ba_jpg.rf.8ef78be22ed14bbba5b1c12a1885ad1a_dup729.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0005sa_jpg.rf.222a558f18f458b9ffd4415274f94cd8.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0005sa_jpg.rf.6a83ac1510b28c2b0219b0f19757e12f.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0005sa_jpg.rf.6a83ac1510b28c2b0219b0f19757e12f_dup42.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0005sa_jpg.rf.717f924b8b7053591700e0d18d92fa85.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0005sa_jpg.rf.717f924b8b7053591700e0d18d92fa85_dup90.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0006ba_jpg.rf.c78583ba63a11ac563f10378220d8c32_dup509.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0006ba_jpg.rf.c78583ba63a11ac563f10378220d8c32_dup652.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0006ba_jpg.rf.d12bcd605e6f41692761354218524ab5_dup659.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0006sa_jpg.rf.373dedaaa90050d5e34647545b8f3ed8.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0006sa_jpg.rf.9f9ff958933750d3b41430e50a7c5988.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0006sa_jpg.rf.9f9ff958933750d3b41430e50a7c5988_dup208.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0006sa_jpg.rf.9f9ff958933750d3b41430e50a7c5988_dup225.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0007ba_jpg.rf.010d287fea5b060e5b96a81720b4cf23.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0007ba_jpg.rf.b371545d1f284a3ebca32d3914f2ffa2.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0007ba_jpg.rf.b371545d1f284a3ebca32d3914f2ffa2_dup470.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0007ba_jpg.rf.b371545d1f284a3ebca32d3914f2ffa2_dup95.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0007ba_jpg.rf.e2f13c71c7426547444809231d6b4c57.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0007sa_jpg.rf.2fffb9ad2b357e8656eea6fd40f8265f_dup137.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0008ba_jpg.rf.ac01bdd805e078c9569bc9da100a59b1.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0008ba_jpg.rf.ac01bdd805e078c9569bc9da100a59b1_dup166.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0008ba_jpg.rf.ac01bdd805e078c9569bc9da100a59b1_dup376.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0008ba_jpg.rf.ac01bdd805e078c9569bc9da100a59b1_dup704.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0009ba_jpg.rf.07897c11a6dd6a575060517ee8f871de.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0009ba_jpg.rf.07897c11a6dd6a575060517ee8f871de_dup253.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0009ba_jpg.rf.07897c11a6dd6a575060517ee8f871de_dup257.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0009ba_jpg.rf.07897c11a6dd6a575060517ee8f871de_dup420.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0009ba_jpg.rf.07897c11a6dd6a575060517ee8f871de_dup657.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0009ba_jpg.rf.41ee30956865d17340ad93b5760ef829.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0009ba_jpg.rf.41ee30956865d17340ad93b5760ef829_dup299.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0009ba_jpg.rf.41ee30956865d17340ad93b5760ef829_dup550.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0009ba_jpg.rf.41ee30956865d17340ad93b5760ef829_dup684.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0009ba_jpg.rf.6bd7add982bd92735cd70755d977a748.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0009ba_jpg.rf.6bd7add982bd92735cd70755d977a748_dup461.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0009sa_jpg.rf.1ce6623307e9fecccd9e595f5b032a06.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0009sa_jpg.rf.1ce6623307e9fecccd9e595f5b032a06_dup45.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0009sa_jpg.rf.1ce6623307e9fecccd9e595f5b032a06_dup716.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0009sa_jpg.rf.b7bc6756911bd7e21b531cd402709c18.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0009sa_jpg.rf.b7bc6756911bd7e21b531cd402709c18_dup518.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0009sa_jpg.rf.fd04bfc44e47163cfb0d25d3c8f53b7b_dup407.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0010ba_jpg.rf.9d85d244f908e1aeeca141c98cd9d258.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0010ba_jpg.rf.9d85d244f908e1aeeca141c98cd9d258_dup135.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0010ba_jpg.rf.9d85d244f908e1aeeca141c98cd9d258_dup584.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0010ba_jpg.rf.9d85d244f908e1aeeca141c98cd9d258_dup601.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0010ba_jpg.rf.9d85d244f908e1aeeca141c98cd9d258_dup8.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0010ba_jpg.rf.9ef8de60044d71a94e01ef85344daf10.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0010ba_jpg.rf.bf7bfc951557671fc2f3553e28123380.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0010ba_jpg.rf.bf7bfc951557671fc2f3553e28123380_dup721.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0010ba_jpg.rf.bf7bfc951557671fc2f3553e28123380_dup738.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0010sa_jpg.rf.23ee2e1483d4d94a3b0813c2ac9da964.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0010sa_jpg.rf.23ee2e1483d4d94a3b0813c2ac9da964_dup27.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0010sa_jpg.rf.23ee2e1483d4d94a3b0813c2ac9da964_dup288.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0010sa_jpg.rf.23ee2e1483d4d94a3b0813c2ac9da964_dup609.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0010sa_jpg.rf.23ee2e1483d4d94a3b0813c2ac9da964_dup776.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0010sa_jpg.rf.b95444777e309efff8ca7df04bc6fa55_dup177.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0010sa_jpg.rf.b95444777e309efff8ca7df04bc6fa55_dup28.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0011ba_jpg.rf.220c7c1c1034075f197d09cb5c10efd5.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0011ba_jpg.rf.220c7c1c1034075f197d09cb5c10efd5_dup184.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0011ba_jpg.rf.9f9ccdeb4956640e438f35181a7798fa.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0011ba_jpg.rf.9f9ccdeb4956640e438f35181a7798fa_dup47.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0011ba_jpg.rf.9f9ccdeb4956640e438f35181a7798fa_dup634.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0011ba_jpg.rf.aec390ce6c577e13e24ee7e40633fab2.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0011sa_jpg.rf.3d5b55e2d79a9c7e12644b75296302a4.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0011sa_jpg.rf.3d5b55e2d79a9c7e12644b75296302a4_dup431.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0011sa_jpg.rf.3d5b55e2d79a9c7e12644b75296302a4_dup567.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0011sa_jpg.rf.56d9f631e0159c7ca3c0a411ce5b951f.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0011sa_jpg.rf.56d9f631e0159c7ca3c0a411ce5b951f_dup277.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0011sa_jpg.rf.56d9f631e0159c7ca3c0a411ce5b951f_dup543.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0011sa_jpg.rf.726c8d650872945c46e2dc1d426908ee_dup91.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0012ba_jpg.rf.fc0ddf6aa1a8c3090b6f6d6d1f9a9625.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0012sa_jpg.rf.4448ace9266fb86c0ca0e72477174538.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0012sa_jpg.rf.4448ace9266fb86c0ca0e72477174538_dup354.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0012sa_jpg.rf.4448ace9266fb86c0ca0e72477174538_dup540.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0012sa_jpg.rf.aae270ade675bce8762d18dd6c52f363.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0012sa_jpg.rf.aae270ade675bce8762d18dd6c52f363_dup780.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0012sa_jpg.rf.b20dd28755a5b6a588a1af8f433ea448.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0012sa_jpg.rf.b20dd28755a5b6a588a1af8f433ea448_dup236.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0012sa_jpg.rf.b20dd28755a5b6a588a1af8f433ea448_dup624.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0012sa_jpg.rf.b20dd28755a5b6a588a1af8f433ea448_dup664.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0013ba_jpg.rf.1e181cc4f571aea360fb91b2964b9bb1.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0013ba_jpg.rf.1e181cc4f571aea360fb91b2964b9bb1_dup155.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0013ba_jpg.rf.1e181cc4f571aea360fb91b2964b9bb1_dup557.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0013ba_jpg.rf.1e181cc4f571aea360fb91b2964b9bb1_dup622.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0013ba_jpg.rf.1e181cc4f571aea360fb91b2964b9bb1_dup769.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0013ba_jpg.rf.731c55dca5b55ac79f39a62c33f910ad.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0013ba_jpg.rf.f54e87a47142fd1f32a483ac5ffb9544.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0013sa_jpg.rf.60edcb5b2d4fce77f3036d0a7d7875da.jpg,algal_leaf_spot,Moderate_Risk,guava,train
