N,P,K,temperature,humidity,ph,rainfall,label,soil_moisture,soil_type,sunlight_exposure,wind_speed,co2_concentration,organic_matter,irrigation_frequency,crop_density,pest_pressure,fertilizer_usage,growth_stage,urban_area_proximity,water_source_type,frost_risk,water_usage_efficiency,NDVI_Mean,NDVI_Std,NDRE_Mean,NDRE_Std
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,rice,12.41872292580177,3,6.495707284772177,13.90703851581521,385.59068019596657,4.852641176937873,5,6.141819410846823,41.556331929529954,123.11369498702734,3,15.718680974054983,1,49.51670996926777,1.457174298152816,0.3256139668364906,0.2474031538868804,0.1784332869419825,0.2279058932561591
73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,rice,24.03853195047953,2,7.395417364492115,15.97704743199468,409.13507585559415,2.374012772166458,4,14.308048809199102,45.57980344027099,143.3450708523203,1,33.469149566509856,1,72.29219081889899,3.667281714640228,0.2956871030162999,0.2539537247756065,0.184132261258384,0.2250037505716547
92,35,40,22.17931888,80.33127223,6.357389366,200.0882787,rice,11.78666410407552,2,7.827432567657639,19.205834810173457,449.7528366782212,1.161099444786298,3,10.644278367228107,32.18107344470167,112.78792329339365,1,30.478580663185745,3,87.23012611655435,3.8583490632502895,0.3245412901369631,0.2497235275215091,0.1919859076206636,0.2282732335092968
85,37,39,24.52783742,82.73685569,6.364134968,224.6757231,rice,18.58080280678941,1,10.681930603549745,3.936908658170577,440.5935604117024,4.719268902845018,6,15.78996607668547,5.000830207015228,73.55137622003463,1,22.972076616170384,2,11.030281219282845,1.2581960363365012,0.315553342061823,0.2475809719930307,0.1408641818327258,0.2239677736293182
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice,12.173006937040183,3,7.411662488078816,5.978189568747238,437.3522817666761,8.659881716344454,6,10.992251318755232,46.72542365743689,134.2455911192905,2,49.82165834015599,1,41.05329141913438,3.4668364446701974,0.2472965767280733,0.2219410876093169,0.1523451725954112,0.1854102966039161
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,rice,23.33402741040184,3,11.435795412825094,1.123597347821832,428.43707637137913,5.118385270098012,5,8.58871956139635,2.002447204415725,127.80651505647134,1,2.910249616931365,1,71.06733199806864,3.478428457663009,0.2893795479460609,0.1906915147484287,0.1288556813902201,0.1684951579369566
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice,23.978828255346407,3,11.40265470663751,14.23982332784258,440.2770546568698,2.8606047983092937,6,19.940179865130624,18.592823085504907,148.6785351076055,1,29.808356985813404,3,87.44669457509315,4.937106996587655,0.277307261343369,0.144664194428088,0.1717730013633613,0.1289819655214998
99,57,35,26.75754171,81.17734011,5.960370061,272.2999056,rice,20.463412227529027,1,6.288513600129082,15.68068087321974,414.95432438786736,9.040013385591829,6,6.191903207615072,2.7200192410222424,185.9919749922708,2,2.1033043307092605,1,97.66742866354488,3.86799401207321,0.2702202145769914,0.1493343137040025,0.1748427968565398,0.1442294902038189
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice,18.19548533667535,2,9.659394559081736,5.91500978313838,423.024884017376,2.3715055511692955,1,7.624250507782482,62.71503007028074,57.9637403385222,3,10.362238021056095,3,6.8526759252996,1.049513577841978,0.2606588854472506,0.1473993862857039,0.1697164839827572,0.1445798220555312
60,43,44,21.01944696,82.95221726,7.416245107,298.4018471,rice,19.47400022303122,3,10.173810986216726,5.6144207297556825,381.3204769233853,6.184190584365346,2,13.158529897373638,45.73350743512405,142.7926757284559,2,3.2353428707002307,2,21.146305191155516,2.208341569439201,0.2633293767453621,0.1506667560915206,0.1698849363328183,0.1366967575116895
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice,10.470323050276075,3,6.112574760750782,11.560939120014613,446.1576903753747,5.191292845811836,5,19.669808340988297,13.415560327065524,162.2816929151758,3,8.469410839964864,1,42.22708139720211,4.558693861518211,0.2573202959491324,0.2034875999976418,0.1432961729454744,0.18274748729768
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice,19.71000774484648,1,10.665139917708814,16.508163220734254,415.2461742627597,8.748923931901139,2,17.747714548222874,79.52545134432043,65.14449898572833,3,44.58429975024805,3,6.113864053934615,3.606250188625616,0.2408681720142856,0.2439769244527121,0.1370431233801596,0.2094020755892864
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice,17.241898182189612,2,10.912255011011943,5.994164681549803,428.6996405925293,2.601890339800027,3,14.830346646255126,82.17204057073666,161.6658188784206,3,29.801272180384583,1,47.308195054078,1.0867395612698545,0.2380330500471622,0.251096895966468,0.0766092419764407,0.2338118412627398
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice,23.532235559361865,3,8.76691037407468,8.119286466905507,401.04588920009286,8.410945628340926,1,5.545100233843027,86.37193496156841,74.7326110897238,1,6.334056913628555,1,88.2559796343018,4.937216070656682,0.2103459744948902,0.267329311983839,0.0843173004133914,0.2387369569169353
82,40,40,23.83067496,84.81360127,6.271478838,298.5601175,rice,22.691620214136808,1,6.60503715579402,15.55397090533756,437.1088966025384,7.030883615149051,2,7.031841761325804,43.38731405276066,195.8162786796658,1,3.5154381351317934,3,36.92147305256569,4.652537295264811,0.2330809849463707,0.2638559957925448,0.0605912922500093,0.2414275863479965
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice,10.924939769484348,1,9.8176727910344,9.747403754434998,368.0356909411808,1.8143648596860775,6,14.080812219915186,90.09073038644414,181.7079578905352,1,22.93944674847825,3,15.53085869725066,2.825826540035038,0.2431500706247747,0.2604373356087065,0.0730191718906847,0.2382376646453108
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice,14.65936235062398,1,7.719460462143672,18.6770593044926,407.8865852923116,4.8469323795326815,6,8.775049596009735,98.9995425042727,130.2798842463123,2,21.9793870975708,2,10.359632793076036,3.257700872428641,0.241891911423136,0.2529161088300949,0.1102360972575072,0.2303027437988696
76,49,42,24.958779,84.47963372,5.206373153,196.9560008,rice,15.672750919557645,3,10.14681184399114,9.895260931811752,423.0962709665236,6.42222247707992,3,6.765426686979041,88.5524671721141,87.01920348090971,2,5.510014012877839,3,18.33425108498282,2.243055952362575,0.2336637208899354,0.2588044966161348,0.107313985034398,0.2397968207136967
74,39,38,23.24113501,84.59201843,7.782051313,233.0453455,rice,20.81748305905524,3,11.91334985819856,11.206828237810033,392.47297638412806,2.514791433556788,6,18.05209272255442,12.797245190699236,57.79366971753189,2,8.956987271527167,3,3.006486696932764,2.389991554637027,0.1583248650057994,0.2622390521792176,0.0636647445047789,0.2337878815026823
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice,16.434935959029833,1,8.620858210010176,7.996159945564127,373.4682793057467,4.293714527293529,4,5.724663012476134,51.50982369776087,151.98828590293806,3,39.88277176919184,3,95.62224628259068,2.7800309771194263,0.1943180053544262,0.2537562011949136,0.0838573413359265,0.2318885596445652
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice,14.83400005660129,3,7.029931524736568,14.434281252135346,420.6499543076612,1.7059432979616953,6,15.951517619057755,11.010510353792712,98.02721357338356,1,17.10798930512149,2,11.032124827970405,4.338717263699402,0.2494401440027579,0.2416987512452846,0.1103069437793367,0.2290102725873092
60,36,43,23.43121862,83.06310136,5.286203711,219.9048349,rice,24.8121987674652,1,7.1699310899608175,7.122173780010099,409.3179306793328,2.264515487202005,6,14.054509318880132,41.56000215352197,90.25123166275117,1,4.335156741635321,3,40.45347159293695,1.179476422724584,0.2335999928496786,0.2545037641668573,0.1048587621248318,0.2324677992866287
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice,10.907756040294556,2,9.518815468591033,4.538322562892398,446.2142258989603,9.711797807054229,2,12.277305467128617,98.53192199244982,126.16351024579018,3,6.659135697162805,1,41.29659021359268,3.3426584464698568,0.1236305743733896,0.2241608162675485,0.0416176328148616,0.1932673449461761
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice,29.146041129266138,1,8.706770211778142,8.006397242835632,364.4324680916244,7.237875249463322,3,9.943805879583564,25.96809287969377,130.24024403885724,1,31.22242222634088,2,62.38411170401456,3.893675454174683,0.1098579175989218,0.1938677018558514,0.0264283273523151,0.1640345053857025
65,60,43,21.97199397,81.89918197,5.658169482,227.3637009,rice,21.279364223543475,3,9.694557135285129,14.759346365481305,359.3430403515077,1.5614187930812968,3,15.134719809759044,70.62633951527407,101.3128211428695,1,10.19287102298922,3,49.9982438800276,4.331025133020088,0.1647878396996178,0.2470896998851705,0.0559796976397417,0.2064885365761578
95,52,36,26.22916897,83.83625819,5.543360238,286.5083725,rice,16.404267961783816,1,9.506083980727048,9.96361333023617,410.9776457780935,3.7475816088492815,4,13.665584559067932,14.43284131608662,124.08871632013896,2,21.74750792119669,3,36.90025767066773,1.732768742010205,0.1307040583805123,0.2622328044610446,0.0724181085754962,0.2105028924608214
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice,13.104904061824998,3,10.10608178157582,17.37441873678496,420.6999516017301,1.835565413096777,2,11.00629674217113,99.43025731792928,141.51172728195272,1,14.240641354573762,2,78.3372724368921,3.656482896888309,0.2317627912262587,0.2455029980428434,0.0894286574842015,0.231116456215453
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice,21.98743157620418,1,8.364997214765754,6.428312409954922,372.50119767131713,5.268051691122307,3,7.120670963023565,10.953229601268644,63.70842566808378,2,5.288644975579782,3,73.14725206396203,3.857388005841727,0.1805445610705801,0.2578113437437679,0.0666597648762926,0.2350631929029536
91,36,45,24.44345477,82.45432595,5.950647577,267.9761948,rice,23.16205187173825,3,11.579201458855032,0.7639098737618966,414.9572079183464,3.5629031070467945,6,6.26214276716537,51.31985891047406,58.534785406313375,1,6.707805125271133,1,83.25806597493758,3.996544549895163,0.224360041499199,0.2661713489458572,0.0952616811061475,0.2421252033465766
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice,14.510480330649036,3,10.075854149612365,19.270908923947665,419.8428193210746,7.460449893967257,2,11.346599804821285,70.21030642246134,131.47925278847293,2,10.731507879482011,2,10.484498111926776,4.986762807502485,0.272529697007993,0.2466382194387443,0.1213267829398904,0.233380450517768
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice,13.538539648190984,1,9.153951848687026,17.43376305411903,399.27840636225307,7.792042020666548,6,13.835956010995186,59.3651907576288,53.32331105162666,1,4.531077958351326,1,32.65593194168696,1.5620905056992695,0.2690557490062853,0.2493070609255795,0.1135139444676804,0.2340620431950353
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice,14.592365270038036,3,10.994239280777904,1.789767905513986,393.2001556575748,3.9017389217755056,6,5.407176816711667,8.700531740345085,53.445356185109375,3,18.26143682277273,3,20.926994270124133,3.256415373141469,0.2872131329132908,0.2407305538522148,0.1313549851263061,0.2367476368193507
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice,14.696973511495068,1,10.098612476063089,16.102923423795584,425.2990992370175,9.347480667753915,5,18.36459059319938,10.447536091915389,90.09117542879709,2,19.060004487984628,1,74.35069868011723,4.562012264508544,0.2739914727553982,0.2281002962763569,0.1579339609079376,0.2037544412801399
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice,19.56912273836052,3,8.962662837776401,17.59924760989761,430.7068862283997,5.780798200037314,4,14.367410418916537,1.2100892407415187,67.82375808154919,3,7.734178463661928,2,30.76431714255285,1.1678093088284922,0.2730136608807161,0.1637667555702561,0.1342792353045481,0.1509888344817751
70,36,42,21.84106875,80.72886384,6.946209881,202.3838319,rice,13.825855174688847,2,9.139950658853223,13.327711148386475,366.15574674408026,3.644763752764966,1,14.745989316097557,28.636245175283012,59.54664820922447,2,49.18398007850983,3,77.93952677708141,1.8753376905284456,0.0556520095788021,0.1832691280205064,-0.0441023301748632,0.1711471586943298
76,47,42,20.08369642,83.29114712,5.739175027,263.6372176,rice,12.798551225078883,1,8.493220515439155,14.79314574382678,361.02091567323566,1.985335032598622,4,7.303002128148399,13.445380845596954,134.0076579778979,2,42.93040374466491,3,66.24336098308976,3.4540275931594837,0.1430175762516661,0.1800497282773631,0.0334165232615572,0.1572763763367763
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice,16.952351417059347,1,10.018050387435224,14.277774807927026,401.1430304659543,4.525618118415284,3,11.81226410781256,47.84099194412511,170.64946473485531,3,33.346448676639675,1,23.656292621719523,3.625787958916628,0.21718666513193,0.2008740443580465,0.1332677610005972,0.1833320104489287
99,54,37,21.14347496,80.33502926,5.594819626,198.6730942,rice,15.393957784044227,3,9.361882068000092,2.648310641948524,353.1164708535708,9.107231414495246,6,17.87947383561629,66.87910668138838,60.55799294468706,1,29.336491212143034,2,23.257368366471454,1.4600224768097785,0.2893129810849715,0.2357489622870991,0.1248299048696868,0.2308585237197645
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice,10.308661233612549,1,7.191549350538006,8.510774774915603,401.4504766264109,1.241607294139976,4,7.32202807288316,23.5212562553598,71.62588155356148,2,33.87827329021119,2,1.9116639478861,4.537207268683988,0.2432456946606368,0.2520350311446376,0.1245494482936554,0.2282231069922261
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,18.880685233418696,2,10.831767020718932,15.844308334520589,428.4283883385776,8.275411802198768,6,7.040859781572888,66.47197175806218,161.1511192985543,2,11.679116871575934,1,43.387930202188144,3.100221279464048,0.2306078647188103,0.2426777673133649,0.1171359323569603,0.2190488735434985
91,56,37,23.43191632,80.56887849,6.363472208,269.5039162,rice,23.365152996616825,2,10.630830430978955,7.055707864747114,431.437947572399,4.595950250761159,4,13.757519351796471,32.29148179612109,139.16901748610525,1,40.37082457952749,3,58.590449975548765,2.538025948530431,0.2096976073339627,0.2570473995306225,0.1037403623939293,0.231218375757031
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice,18.82594598228736,2,10.805946367333611,1.5682839911427404,426.82988928449737,2.775087902476876,5,15.476558419761076,41.72254045993387,188.18436225462816,2,6.203481960846608,3,75.91396560628976,4.2086307992241565,0.2038313609847058,0.2482305300817033,0.1001225594368822,0.2281015502391238
67,45,38,22.72791041,82.1706881,7.300410836,260.8875056,rice,26.46537120009733,3,9.143613979505744,14.5416924741046,392.14531137505486,9.76133822014606,2,7.14944570440716,31.222512485403364,92.15260517357126,2,4.194985620642871,2,75.06507363965994,2.9699200803837047,0.2587702011005153,0.2462995326646494,0.0950281639118361,0.2354249306057356
79,42,37,24.87300744,82.84022551,6.587918708,295.6094492,rice,28.479208747976088,1,9.982401859212954,16.820796568383592,352.6022202925,6.496361727723572,6,11.314347532403602,85.20503231387296,108.033406931707,2,29.125179044374285,2,52.85013703914488,3.748161739200655,0.2918146086924087,0.242052860736266,0.1127849244559271,0.2320598156942361
78,43,42,21.32376327,83.00320459,7.283736617,192.3197536,rice,26.958458153643253,3,11.513024035041528,13.171620444337286,405.7932062139446,8.959053347735628,6,5.511130495515904,15.560573364494925,127.8709880901036,3,49.68373215866776,2,44.23937121236209,4.465167105403804,0.1479586284731871,0.2148233027064254,0.0517759701818843,0.1869644481674448
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice,12.692405256703813,1,10.107386654563172,16.370263035927152,378.88278792276606,5.711948512456132,5,14.354384400048602,30.005963650270363,177.6444672214584,1,4.970428090272394,3,79.4798521508006,4.561682533023239,0.1328361738850855,0.191398789771291,0.031284515295905,0.1575182606612566
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice,21.74293462232248,2,8.555142534523862,12.921630582099963,387.7311859883452,3.054852950064713,2,15.385554829755966,22.17683939975881,110.18419685355283,1,27.3841084861136,3,3.7155727391854687,4.975013598385738,0.1734604818559174,0.2561292909081141,0.1269561198731732,0.2091489759723276
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice,11.75158593268405,2,7.738664534793937,8.817489638097593,416.6140621933331,7.950500850109946,6,11.479111183478434,47.62393832842167,104.4842425093012,1,6.983647225825362,1,62.49022737819724,3.767585951435315,0.2340995419702979,0.2547212249301063,0.1075364203460059,0.2319490523101122
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice,16.512010148068555,3,10.916537773149614,2.8412736706849477,391.0619312352157,2.625693130482998,3,7.382253533992833,81.30788103914537,98.5371975997906,3,34.22210086121554,2,48.72180390853752,4.367224224978273,0.206659179017266,0.2599201347777303,0.0959575286991554,0.2326937725300763
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice,29.615404320651862,3,6.984510379676158,2.261604010333411,442.4042944499589,1.171969895212413,5,16.56948169978149,85.82209094624453,162.12832940612995,2,36.65283920631073,3,34.56122926492523,1.552999309360061,0.1720901924854576,0.2559327747377634,0.0855089786596081,0.2275499707680825
81,41,38,22.67846116,83.72874389,7.524080076,200.9133156,rice,25.619096306119157,1,7.693171089062004,9.809661026988328,417.594528247409,5.675302324647516,4,18.79716620642527,20.122956874708365,198.32016072814443,3,38.47677764247125,3,91.77639502384388,2.5104863034093494,0.167598555409814,0.2574812831074608,0.0901212395236716,0.2299789599106285
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice,19.69262826236996,2,10.20137176731399,1.1079885820330926,424.7263248932942,4.292831893960805,2,17.068146137334224,62.13732416015099,82.9523141465906,1,27.78524893870808,1,65.2888596700758,3.808248085280934,0.2637546044295197,0.2480075367308772,0.1754485353333754,0.2285554776985267
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice,11.875026900296128,2,9.96686366052047,1.393476353571308,359.42617040101936,1.3295956163114628,2,7.40716422874189,74.64723652678093,135.7377885014937,3,36.01261617977819,1,33.10591165125892,3.181773323564408,0.2885332292790626,0.2484378369759524,0.1863656659059002,0.2256882150249277
