Image_ID,NDVI_Mean,NDVI_Std,NDRE_Mean,NDRE_Std,Health
IMG_0050,0.315553342061823,0.2475809719930307,0.1408641818327258,0.2239677736293182,Moderate
IMG_0051,0.2472965767280733,0.2219410876093169,0.1523451725954112,0.1854102966039161,Moderate
IMG_0052,0.2893795479460609,0.1906915147484287,0.1288556813902201,0.1684951579369566,Moderate
IMG_0053,0.277307261343369,0.144664194428088,0.1717730013633613,0.1289819655214998,Moderate
IMG_0054,0.2702202145769914,0.1493343137040025,0.1748427968565398,0.1442294902038189,Moderate
IMG_0055,0.2606588854472506,0.1473993862857039,0.1697164839827572,0.1445798220555312,Moderate
IMG_0056,0.2633293767453621,0.1506667560915206,0.1698849363328183,0.1366967575116895,Moderate
IMG_0057,0.2573202959491324,0.2034875999976418,0.1432961729454744,0.18274748729768,Moderate
IMG_0058,0.2408681720142856,0.2439769244527121,0.1370431233801596,0.2094020755892864,Moderate
IMG_0059,0.2380330500471622,0.251096895966468,0.0766092419764407,0.2338118412627398,Moderate
IMG_0060,0.2103459744948902,0.267329311983839,0.0843173004133914,0.2387369569169353,Moderate
IMG_0061,0.2330809849463707,0.2638559957925448,0.0605912922500093,0.2414275863479965,Moderate
IMG_0062,0.2431500706247747,0.2604373356087065,0.0730191718906847,0.2382376646453108,Moderate
IMG_0063,0.241891911423136,0.2529161088300949,0.1102360972575072,0.2303027437988696,Moderate
IMG_0064,0.2336637208899354,0.2588044966161348,0.107313985034398,0.2397968207136967,Moderate
IMG_0065,0.1583248650057994,0.2622390521792176,0.0636647445047789,0.2337878815026823,Stress
IMG_0066,0.1943180053544262,0.2537562011949136,0.0838573413359265,0.2318885596445652,Stress
IMG_0067,0.2494401440027579,0.2416987512452846,0.1103069437793367,0.2290102725873092,Moderate
IMG_0068,0.2335999928496786,0.2545037641668573,0.1048587621248318,0.2324677992866287,Moderate
IMG_0069,0.1236305743733896,0.2241608162675485,0.0416176328148616,0.1932673449461761,Stress
IMG_0070,0.1098579175989218,0.1938677018558514,0.0264283273523151,0.1640345053857025,Stress
IMG_0071,0.1647878396996178,0.2470896998851705,0.0559796976397417,0.2064885365761578,Stress
IMG_0072,0.1307040583805123,0.2622328044610446,0.0724181085754962,0.2105028924608214,Stress
IMG_0073,0.2317627912262587,0.2455029980428434,0.0894286574842015,0.231116456215453,Moderate
IMG_0074,0.1805445610705801,0.2578113437437679,0.0666597648762926,0.2350631929029536,Stress
IMG_0075,0.224360041499199,0.2661713489458572,0.0952616811061475,0.2421252033465766,Moderate
IMG_0076,0.272529697007993,0.2466382194387443,0.1213267829398904,0.233380450517768,Moderate
IMG_0077,0.2690557490062853,0.2493070609255795,0.1135139444676804,0.2340620431950353,Moderate
IMG_0078,0.2872131329132908,0.2407305538522148,0.1313549851263061,0.2367476368193507,Moderate
IMG_0079,0.2739914727553982,0.2281002962763569,0.1579339609079376,0.2037544412801399,Moderate
IMG_0080,0.2730136608807161,0.1637667555702561,0.1342792353045481,0.1509888344817751,Moderate
IMG_0081,0.0556520095788021,0.1832691280205064,-0.0441023301748632,0.1711471586943298,Stress
IMG_0082,0.1430175762516661,0.1800497282773631,0.0334165232615572,0.1572763763367763,Stress
IMG_0083,0.21718666513193,0.2008740443580465,0.1332677610005972,0.1833320104489287,Moderate
IMG_0084,0.2893129810849715,0.2357489622870991,0.1248299048696868,0.2308585237197645,Moderate
IMG_0085,0.2432456946606368,0.2520350311446376,0.1245494482936554,0.2282231069922261,Moderate
IMG_0086,0.2306078647188103,0.2426777673133649,0.1171359323569603,0.2190488735434985,Moderate
IMG_0087,0.2096976073339627,0.2570473995306225,0.1037403623939293,0.231218375757031,Moderate
IMG_0088,0.2038313609847058,0.2482305300817033,0.1001225594368822,0.2281015502391238,Moderate
IMG_0089,0.2587702011005153,0.2462995326646494,0.0950281639118361,0.2354249306057356,Moderate
IMG_0090,0.2918146086924087,0.242052860736266,0.1127849244559271,0.2320598156942361,Moderate
IMG_0091,0.1479586284731871,0.2148233027064254,0.0517759701818843,0.1869644481674448,Stress
IMG_0092,0.1328361738850855,0.191398789771291,0.031284515295905,0.1575182606612566,Stress
IMG_0093,0.1734604818559174,0.2561292909081141,0.1269561198731732,0.2091489759723276,Stress
IMG_0094,0.2340995419702979,0.2547212249301063,0.1075364203460059,0.2319490523101122,Moderate
IMG_0095,0.206659179017266,0.2599201347777303,0.0959575286991554,0.2326937725300763,Moderate
IMG_0096,0.1720901924854576,0.2559327747377634,0.0855089786596081,0.2275499707680825,Stress
IMG_0097,0.167598555409814,0.2574812831074608,0.0901212395236716,0.2299789599106285,Stress
IMG_0098,0.2637546044295197,0.2480075367308772,0.1754485353333754,0.2285554776985267,Moderate
IMG_0099,0.2885332292790626,0.2484378369759524,0.1863656659059002,0.2256882150249277,Moderate
IMG_0100,0.2961934478066261,0.2402187054251092,0.1891135216288548,0.2288819780925577,Moderate
IMG_0101,0.300142030627409,0.2134170753593552,0.1981175452336322,0.1973752225844828,Moderate
IMG_0102,0.2064143504139024,0.1902237157976213,0.1493057537514788,0.1641974387785951,Moderate
IMG_0103,0.077686179427063,0.1761553494283008,-0.0250783526965248,0.1616432107128303,Stress
IMG_0104,0.0102728537228851,0.1825046780140489,-0.0879103983174209,0.1731205742475658,Stress
IMG_0105,0.1649147999197402,0.1712233769522657,0.0073862524550418,0.1549899526629197,Stress
IMG_0106,0.2228420720237106,0.1860162670663663,0.1353412628267272,0.1560960921993875,Moderate
IMG_0107,0.2626992740947884,0.2037128109319035,0.1542547396258583,0.1888655791596425,Moderate
IMG_0108,0.2894886701328429,0.2431291313916151,0.1463205738810066,0.2325224368601071,Moderate
IMG_0109,0.3009015997760803,0.2495582271901875,0.1321721853589529,0.2408648298882668,Moderate
IMG_0110,0.2483062752602524,0.234782082792887,0.1540834656457747,0.2187157123593571,Moderate
IMG_0111,0.2509472681217918,0.2465034252081344,0.145036873362065,0.2294440305192494,Moderate
IMG_0112,0.2783548785805821,0.2336903425027017,0.1582969971528675,0.2241844096923986,Moderate
IMG_0113,0.2755969741872947,0.2399890389012656,0.1469595464474191,0.2262117701791685,Moderate
IMG_0114,0.2962242091222865,0.2408966826950365,0.1573499591961334,0.2271900570011316,Moderate
IMG_0115,0.2088278431302827,0.2721049099514991,0.0903689676484796,0.229466606340237,Moderate
IMG_0116,0.1748292157307427,0.2180924153472521,0.0621720804300831,0.1939771046683829,Stress
IMG_0117,0.1501879768939351,0.1880062967533963,0.0411624714371798,0.1630920143884414,Stress
IMG_0118,0.1780428442033461,0.2384425106578979,0.0672394132036362,0.2055380728336911,Stress
IMG_0119,0.1893397739684429,0.2828145051996082,0.0931326925484701,0.2331033742098366,Stress
IMG_0120,0.2494944491031584,0.2472753539679069,0.0887038256173828,0.2331922771358601,Moderate
IMG_0121,0.2264241136066709,0.2424117896575513,0.0851711418077959,0.2293237878923609,Moderate
IMG_0122,0.2269619255507169,0.2518344658525333,0.0903663977465767,0.233559006547645,Moderate
IMG_0123,0.2447768144506669,0.2481279098017598,0.1101090478398456,0.2340463749985691,Moderate
IMG_0124,0.2681071271830937,0.2498300159000555,0.1257797620439329,0.2371310480228829,Moderate
IMG_0125,0.2460002779840601,0.2589211134909003,0.1396865914549624,0.2323048772942461,Moderate
IMG_0126,0.2685112165100777,0.2447979077340674,0.1139299393278288,0.2283839914325679,Moderate
IMG_0127,0.2325064268163318,0.2171733643169799,0.127802912068507,0.1915385795494711,Moderate
IMG_0128,0.2080787988542195,0.1930726324673818,0.1437336543388606,0.1638107137792359,Moderate
IMG_0129,0.1247902368954538,0.173935149966424,0.040673401352505,0.1473221170160742,Stress
IMG_0130,0.2354893529628829,0.1572933472543721,0.1402368932221714,0.147387833343762,Moderate
IMG_0131,0.2372677007228192,0.1643595737240934,0.1135598278957504,0.1594514320760194,Moderate
IMG_0132,0.1272559634331013,0.192772114013766,0.068918337130555,0.1515497038052816,Stress
IMG_0133,0.1881799811803496,0.2177736994238945,0.1020953444519946,0.1784505531640862,Stress
IMG_0134,0.2549774906890572,0.2528321174806279,0.1026093290502521,0.2335308674249872,Moderate
IMG_0135,0.2305391693870946,0.2634813252975512,0.1192872328038457,0.2342047376460404,Moderate
IMG_0136,0.3059136883892304,0.248130481359388,0.1608305351660706,0.2340054518168561,Moderate
IMG_0137,0.2862356098449636,0.2459593606942146,0.1457284312031339,0.2320967449386751,Moderate
IMG_0138,0.2732179438138949,0.2483949634943881,0.1346063305226855,0.2313399403736322,Moderate
IMG_0139,0.2704736251939677,0.2493630118727416,0.1316149149195679,0.2329566673373792,Moderate
IMG_0140,0.2824402931464675,0.2453419073742973,0.1294679759880817,0.2329868779945205,Moderate
IMG_0141,0.2751745599595044,0.2497856173925187,0.1304078537035997,0.233031176480799,Moderate
IMG_0142,0.2643356522087341,0.2417619147700754,0.1764428165510036,0.223120929850777,Moderate
IMG_0143,0.2971892578054474,0.24863258095887,0.1866152340696324,0.2243119947317406,Moderate
IMG_0144,0.2125678694290099,0.2793464098580453,0.0476808168818649,0.242436582702494,Moderate
IMG_0145,0.1547054064158144,0.276694549880376,0.055888561344636,0.2284224039063615,Stress
IMG_0146,0.160852732014372,0.2111317286405189,0.0662280043266891,0.1744212931386752,Stress
IMG_0147,0.095049986151353,0.2488170831959682,0.0107543954245907,0.2034377102270907,Stress
IMG_0148,0.1454227494311894,0.2791234531723869,0.027560993805829,0.2291233030580269,Stress
IMG_0149,0.2876018418944818,0.2473485324784598,0.163467925882521,0.2279243048507979,Moderate
IMG_0150,0.2817669606647497,0.2435102097429992,0.1733668121978991,0.228551734536775,Moderate
IMG_0151,0.2790406971763748,0.2540273270785183,0.1793634519074465,0.2272297890977019,Moderate
IMG_0152,0.3368702723031191,0.247178841951299,0.2096562292954268,0.2251554366562076,Moderate
IMG_0153,0.3538895799000042,0.2427065187446233,0.1498499206072622,0.2364734568357472,Moderate
IMG_0154,0.2463117728991833,0.2598577218723472,0.077194008685668,0.2339880189348139,Moderate
IMG_0155,0.2114361075731495,0.243372028093187,0.1109853627840722,0.1949551749194897,Moderate
IMG_0156,0.173143359435536,0.2129469926099184,0.1117669853197192,0.1690017332031815,Stress
IMG_0157,0.0661852402749651,0.1822034083535635,0.0101991396644785,0.147237096574956,Stress
IMG_0158,0.1913865343947062,0.1507339961826773,0.0860364541871526,0.1390868736260499,Stress
IMG_0159,0.1685546876480365,0.1655391649895669,0.0309696309495351,0.1472350515955142,Stress
IMG_0160,0.0443018902928554,0.1871085733193785,-0.0311996700547237,0.1564030020199493,Stress
IMG_0161,0.1774924631679791,0.208722154121505,0.0895066590102822,0.1681969598024925,Stress
IMG_0162,0.3294352234607689,0.2400163840159289,0.180367134677727,0.2079749048874892,Moderate
IMG_0163,0.3264500663045614,0.2310191756905625,0.1442676251510492,0.2325704246706492,Moderate
IMG_0164,0.2802488492880624,0.2586593377261879,0.1150609730584037,0.2397907824102081,Moderate
IMG_0165,0.2965555332514688,0.2385864811485526,0.1475167677072713,0.2258643973188226,Moderate
IMG_0166,0.2931171152886547,0.2523505440355612,0.12562319377757,0.2390653959006623,Moderate
IMG_0167,0.2510437944074032,0.2396628380683336,0.1009937459209953,0.2252502164866279,Moderate
IMG_0168,0.2964907953867713,0.2368123150748913,0.1094602855069457,0.2319985564055466,Moderate
IMG_0169,0.2963066657866235,0.2415583300002743,0.185033926444594,0.2226061559692754,Moderate
IMG_0170,0.1303953115767055,0.2649999128963884,0.0425355213793325,0.2144187671602639,Stress
IMG_0171,0.0988172372302153,0.2463542999561128,0.0254100396297218,0.1857333922565455,Stress
IMG_0172,0.0447658965772075,0.2601192833712283,-0.0376678591457771,0.1837902059435234,Stress
IMG_0173,0.0410048140548447,0.2545379972079402,-0.0406000712071607,0.1824827633596159,Stress
IMG_0201,0.2684385621491004,0.1453727636755912,0.1411981911734598,0.1410657746090677,Moderate
IMG_0202,0.0787603805506426,0.1381401711065125,0.048074318863292,0.1204795931937266,Stress
IMG_0203,0.1396366333591318,0.1637365703630804,0.0392401055444455,0.1502274995813632,Stress
IMG_0204,0.1509165754910009,0.1723905031643897,0.0318214685301151,0.1514718093963294,Stress
IMG_0205,0.2117347907194374,0.161021680290316,0.1180226604043384,0.1414566435911778,Moderate
IMG_0206,0.1736640641575071,0.169856684872427,0.0421607975103885,0.1571915703035355,Stress
IMG_0207,0.1676629069574048,0.2131145573261431,0.0566184255085184,0.173740981263448,Stress
IMG_0208,0.239460481227054,0.2246682792796889,0.1001259205690407,0.1885507986366688,Moderate
IMG_0209,0.2696265869102576,0.2471832387901456,0.1529573854065015,0.2068291141128475,Moderate
IMG_0210,0.2538976069865777,0.2610781432101438,0.1023112658464505,0.2372740849510228,Moderate
IMG_0211,0.2542221785336879,0.2612676417100988,0.1044442691694678,0.2385753112491586,Moderate
IMG_0212,0.3024424763089131,0.2542221320643074,0.1657846658710879,0.2344292926091582,Moderate
IMG_0213,0.2610819486810454,0.2375827031219733,0.1396509778648565,0.2217332921801829,Moderate
IMG_0214,0.2430625370639732,0.2545635177212461,0.1246337347128341,0.231146488739679,Moderate
IMG_0215,0.2141129034440985,0.2396873329667701,0.1004537600988383,0.2204657345662688,Moderate
IMG_0216,0.2276694425180183,0.2518450579399788,0.1018696366332767,0.2299291849293738,Moderate
IMG_0217,0.2797334149340327,0.2474070144215017,0.1358257043264674,0.2227036774694979,Moderate
IMG_0218,0.1384576523070153,0.2550529830074309,0.0526329690450422,0.2090233461679804,Stress
IMG_0219,0.1320160113048539,0.2172510438507035,0.0611801739314082,0.1816800809854713,Stress
IMG_0220,0.179842586031255,0.2542868796830589,0.0767317170602655,0.2144997639518997,Stress
IMG_0221,0.2706677808193118,0.2431986158843512,0.1185061790352746,0.2315650932846777,Moderate
IMG_0222,0.2780206357388302,0.2626632274064254,0.1292162634146313,0.2325004967748434,Moderate
IMG_0223,0.2350462586605806,0.2428981086735192,0.1243748048977572,0.2281194381818902,Moderate
IMG_0224,0.271857662818706,0.2579144089682887,0.1170754087122319,0.2403265062939086,Moderate
IMG_0225,0.3271736790311613,0.2444634525432452,0.1459429598751901,0.2388039085769651,Moderate
IMG_0226,0.2632493108659636,0.2503273858021869,0.1329929707790764,0.2258298883404852,Moderate
IMG_0227,0.2001664250384297,0.1970780015758903,0.1127802465825741,0.1659016165311067,Moderate
IMG_0228,0.0491492487357046,0.1811684285935536,-0.0029244675899617,0.151944493087541,Stress
IMG_0229,0.2814120575956633,0.152397766984854,0.3615022176307494,0.1279022936639081,Moderate
IMG_0230,0.0409677799958357,0.1819086387048688,-0.033709415627995,0.1502057124382393,Stress
IMG_0231,0.1933973162897838,0.2433654367139655,0.0980130871224033,0.1873698002403342,Stress
IMG_0232,0.3410463720405699,0.230250159543514,0.1473552699228697,0.2315287262301106,Moderate
IMG_0233,0.3387237250640951,0.2395379315006084,0.1833302031987643,0.2306836281692489,Moderate
IMG_0234,0.3089701373329916,0.2449624670841136,0.1812037378173581,0.2234614513867075,Moderate
IMG_0235,0.2798559329483415,0.2404500481752604,0.1727346032296613,0.2279523065289345,Moderate
IMG_0236,0.264145394927437,0.2438675656749681,0.1046819245543362,0.2328539300626018,Moderate
IMG_0237,0.2832314794726904,0.2445102501299242,0.1459846361600989,0.2295964313809946,Moderate
IMG_0238,0.2025014512434804,0.2747500306875793,0.055762394331197,0.2365481627891832,Moderate
IMG_0239,0.0653912030156667,0.2342812306276182,-0.0044855716610556,0.1892532619299455,Stress
IMG_0240,0.0689213517983947,0.2534853272940611,-0.0089910028801879,0.1763904234165237,Stress
IMG_0241,0.1104100944424889,0.263582507026794,0.008987166405131,0.2147934770450874,Stress
IMG_0242,0.2378029825833369,0.2661363931867267,0.1253992620083461,0.2322630797830034,Moderate
IMG_0243,0.2353081718379482,0.2609374967593129,0.1415543481135563,0.2228968284235307,Moderate
IMG_0244,0.299187883891572,0.2352258097484433,0.1343724782109483,0.2267644777076518,Moderate
IMG_0245,0.2999908218418688,0.2600072790984676,0.1969379833748096,0.2264746608813793,Moderate
IMG_0246,0.3084980971943827,0.2604660044915257,0.1780076627381013,0.2296548869587603,Moderate
IMG_0247,0.3406615696774503,0.2429330008423081,0.2047800157328925,0.227093049422024,Moderate
IMG_0248,0.314763509687343,0.2410967282340456,0.2062071162599847,0.1902052232851994,Moderate
IMG_0249,0.1664452421125406,0.1917470904952496,0.1241027836406016,0.1489032438284267,Stress
IMG_0250,0.0608393412825283,0.1880308636550547,-0.0084407003452388,0.1510990399403412,Stress
IMG_0251,0.0491342517970188,0.1642324558509376,-0.0101583425000225,0.1430541457295534,Stress
IMG_0252,0.0716836083397783,0.194227348162265,0.0047602307989865,0.1524215589081096,Stress
IMG_0253,0.1944770898332912,0.2257474300506445,0.0880767181491534,0.1802276300396443,Stress
IMG_0254,0.2898190403996616,0.2475911219778385,0.1351028904253062,0.2094639169739582,Moderate
IMG_0255,0.1984714014954837,0.2302290292689036,0.0914091109616906,0.1895541890781612,Stress
IMG_0256,0.3116058498433412,0.2442374159652877,0.1431502344702052,0.2313707658222183,Moderate
IMG_0257,0.2783905430999636,0.2529842305066487,0.1147753508485719,0.2331810038788872,Moderate
IMG_0258,0.2832262587939204,0.2512812314367264,0.1359671552617357,0.2298675403049009,Moderate
IMG_0259,0.2557328745175416,0.2640159299519048,0.1297730635455898,0.2362678608317673,Moderate
IMG_0260,0.2894168993435805,0.2322952849386064,0.1629572359269513,0.2130998517782692,Moderate
IMG_0261,0.2417466386153199,0.2499797695316607,0.0907289917289768,0.2320499714768009,Moderate
IMG_0262,0.2560103776977602,0.2401027672046924,0.1232370839366175,0.231265954356447,Moderate
IMG_0263,0.0947368136748416,0.2677078546656564,0.0443548053767245,0.2101332790847472,Stress
IMG_0264,0.0609933615357023,0.2670108481498826,-0.031795968545849,0.1819224416740979,Stress
IMG_0265,0.1590887736584259,0.241401543191365,0.0991446923248886,0.2003031196322808,Stress
IMG_0266,0.2682147107187177,0.2390683046637486,0.1020274918850525,0.2362159499391597,Moderate
IMG_0267,0.2634503304927241,0.2509421190101485,0.127249811774945,0.230534455122915,Moderate
IMG_0268,0.3325162156401922,0.2438143442032926,0.1986120384299744,0.2295495292154637,Moderate
IMG_0269,0.3440804061597403,0.2281597786484006,0.2045010326783086,0.2173975308412228,Moderate
IMG_0270,0.3450320747145614,0.2332864709581808,0.2033250395947737,0.2218247467402564,Moderate
IMG_0271,0.3159543342442221,0.2448971475198212,0.21842126100375,0.2269726565970364,Moderate
IMG_0272,0.188578516031987,0.2458282715541939,0.0512998221291121,0.1991149764075516,Stress
IMG_0273,0.0495070425231881,0.1976372496814825,-0.0376271156063185,0.1547027575768042,Stress
IMG_0274,0.0465480147004527,0.1732751593447344,0.0313649930069231,0.1478412106168322,Stress
IMG_0275,0.0019490522359646,0.1897723449101753,-0.065063426712582,0.1509606675054114,Stress
IMG_0276,0.1606484751344999,0.1857977664238906,0.092463139707324,0.1493657628511958,Stress
IMG_0277,0.2822329655462026,0.245481484018449,0.1908338404292954,0.2087397729690293,Moderate
IMG_0278,0.3462129200299929,0.2295269813135617,0.2277892818179806,0.2203590797020855,Moderate
IMG_0279,0.2695122189441389,0.2647627016174454,0.1346403921576422,0.2304679268484411,Moderate
IMG_0280,0.3541961519299905,0.2242827254676467,0.2029977269366428,0.2175530067916621,Moderate
IMG_0281,0.3392465239593991,0.2275202987527341,0.2015317896544669,0.2170903853757409,Moderate
IMG_0282,0.3262757630901458,0.2467496545237943,0.2275766159605105,0.2260798946571846,Moderate
IMG_0283,0.3191698996701315,0.2262528184812811,0.1352674817310186,0.2318159983447971,Moderate
IMG_0284,0.2485617124730027,0.2590325506816395,0.0939180050786174,0.2274439236497007,Moderate
IMG_0285,0.1389053744354498,0.1739706927886039,0.042972522587691,0.1654618085519455,Stress
IMG_0286,0.1194579363886923,0.2270891232081161,-0.0471363110572283,0.1615135672187046,Stress
IMG_0287,0.064214524021812,0.2431909590771235,0.0452580329812334,0.1908368234253522,Stress
IMG_0288,0.2017832488285371,0.2586770767016541,0.0695360567702387,0.221735108383091,Moderate
IMG_0289,0.2769936504451726,0.2454101356805164,0.138376135714276,0.2252859126631648,Moderate
IMG_0290,0.2585691650308123,0.2421276134553817,0.1275398666094243,0.2201743041611157,Moderate
IMG_0291,0.2859045636145876,0.2411248677935974,0.1610134472505438,0.2133056951871573,Moderate
IMG_0292,0.2527043201932297,0.222143637931747,0.1249253378884564,0.2116138183979167,Moderate
IMG_0293,0.3319789693354326,0.2336752225745427,0.1713991903615851,0.2227833380445688,Moderate
IMG_0294,0.2335763198084511,0.2522154900368587,0.1556568271103493,0.217776237846572,Moderate
IMG_0295,0.2707999407821486,0.2306889187584377,0.3443549846638247,0.1679874634385027,Moderate
IMG_0296,0.1224027948746228,0.1807391846185329,0.1058905565544218,0.1495139545635362,Stress
IMG_0297,0.0262155449077294,0.1919721506224202,-0.018864395536896,0.1568379110146954,Stress
IMG_0298,0.1258312962693759,0.204009051408237,-0.0005041590191805,0.1720191944070367,Stress
IMG_0299,0.0171458001389119,0.2167142538193813,-0.099822786944663,0.1670723714442358,Stress
IMG_0300,0.0594643148665171,0.1895202072675048,-0.0356885945748043,0.1659279141245568,Stress
IMG_0301,0.1720918289714374,0.1901855429374129,0.087714490624889,0.1689706593974808,Stress
IMG_0302,0.229544050912481,0.2405137897899892,0.1440477038058586,0.2058136743823639,Moderate
IMG_0303,0.2449503170655981,0.2374728808700787,0.1028266327682163,0.2239510727181713,Moderate
IMG_0304,0.2746427329900849,0.2273588960513272,0.1264506191986833,0.2178794722800705,Moderate
IMG_0305,0.3074891051102645,0.2397546784971338,0.1660608241123589,0.2191039356040942,Moderate
IMG_0306,0.3069765376510726,0.2268549974670556,0.166885246673478,0.2138988733736606,Moderate
IMG_0307,0.2657973769285071,0.2323409336614176,0.1356319277734597,0.2139202087074921,Moderate
IMG_0308,0.2358949181794206,0.2370842163367019,0.087568812691916,0.2143335830488853,Moderate
IMG_0309,0.2287641505636737,0.2468274117063623,0.0891191881167733,0.2285542250185999,Moderate
IMG_0310,0.2495869419930302,0.2446485358677871,0.0999219837801456,0.2293467521350265,Moderate
IMG_0311,0.2489956433917029,0.238795804168451,0.0722113933560209,0.232945111968667,Moderate
IMG_0312,0.1700672275850901,0.2472078447567685,0.0214765413346806,0.2158262153267885,Stress
IMG_0313,0.0884077040464537,0.1835930236859138,0.0402936814558673,0.1639772128986324,Stress
IMG_0314,-0.1584452286848346,0.1725793484284205,-0.3024683695484409,0.1361562597649335,Stress
IMG_0315,0.1156567940639901,0.2056236129515778,0.0556674268444078,0.1825078192829755,Stress
IMG_0316,0.3259217123732905,0.2305220530920034,0.1815518611614839,0.2255395128747177,Moderate
IMG_0317,0.2410820942981961,0.2584242088061317,0.0854876801628593,0.2382301328301563,Moderate
IMG_0318,0.2147969487180266,0.2421553405379465,0.1283722322151212,0.2173374356962753,Moderate
IMG_0319,0.2981932297169608,0.2362680659813726,0.1607028671438028,0.2208686406514513,Moderate
IMG_0320,0.30438518807532,0.2399490637597239,0.1821680496279558,0.2231439016061685,Moderate
IMG_0321,0.1896986295113412,0.2627679911307793,0.0912000755218301,0.2169741923817529,Stress
IMG_0322,0.2692181481785973,0.2346541694954766,0.152500690699076,0.214006589276527,Moderate
IMG_0323,0.158136197341111,0.1997381301868876,0.1012995724983129,0.1726779890613985,Stress
IMG_0324,0.0843195498765195,0.2366691737931782,-0.0243944324422046,0.1755565268516987,Stress
IMG_0325,0.0211711152297491,0.2124610276390996,-0.0426414365362648,0.1678590873781146,Stress
IMG_0326,0.1757592261878848,0.175535687040372,0.1123170401014153,0.1620454657315171,Stress
IMG_0327,0.2836385915322745,0.2342608634816543,0.1265983849350097,0.2228744401321093,Moderate
IMG_0328,0.3911039454712699,0.2187199361260266,0.1984446706395731,0.232121548545276,Moderate
IMG_0329,0.2282754767845496,0.2385723510742532,0.0994754127110431,0.2182391190234186,Moderate
IMG_0330,0.2406021588420057,0.2328317529636904,0.1193663330965081,0.2056884453002807,Moderate
IMG_0331,0.1888418804667686,0.2572575270156905,0.1245103511170593,0.2171319714960165,Stress
IMG_0332,0.2312050898314885,0.2329325333473289,0.1251034894366806,0.2073777625023294,Moderate
IMG_0333,0.1543886316108725,0.1691032886225796,0.0882189739370302,0.1494257136908455,Stress
IMG_0334,0.1497547589442677,0.1983323678015881,0.0761178608769238,0.1702180293258532,Stress
IMG_0335,0.2091245438941901,0.2317074977945132,0.1046515221991583,0.2073091402177131,Moderate
IMG_0336,0.147866223563233,0.2486246267224158,0.0365844387547848,0.2027069988796035,Stress
IMG_0337,0.1882210250999246,0.2365162712893856,0.0806401602464727,0.198462092551099,Stress
